mail_id,Pct_spam
19669deb3a36c10a,42.0
19669bd45eaaca0e,42.0
1966983f95b3a9d9,42.0
1966935b4137e81b,42.0
196692b9b05a1185,42.0
196692b301d2a733,42.0
196692595641226f,42.0
19668d0637112675,42.0
19668908458e862e,42.0
